sleep_hours,study_hours,mobile_usage_hours,tv_hours,exercise_hours,extracurricular_hrs,friends_time_hrs,family_time_hrs,attendance_pct,stress_level,gender,exam_score
7.98,4.51,1.85,2.06,1.28,0.46,3.4,1.88,81.8,3,Male,70.02
6.36,0.99,2.37,1.64,0.28,0.5,1.96,1.94,81.4,9,Female,41.47
6.52,2.84,2.45,1.5,1.34,0.25,2.46,1.64,68.8,2,Female,56.25
7.65,5.65,3.27,1.08,1.65,0.51,2.85,1.06,76.6,9,Male,63.66
6.01,2.17,6.08,0.44,0.85,1.26,2.03,2.03,64.4,7,Male,37.79
6.51,4.01,2.29,1.3,1.41,0.99,2.0,1.68,74.9,1,Female,70.4
7.11,5.01,2.23,2.9,1.44,1.01,1.94,1.76,95.7,3,Male,81.69
8.2,6.7,2.03,1.58,1.46,0.99,5.04,2.08,100.0,5,Male,82.07
6.27,3.64,4.33,1.65,2.49,2.44,2.23,1.94,75.5,7,Male,59.98
4.79,3.53,3.45,1.63,0.45,0.4,3.57,2.06,83.2,8,Male,48.72
4.7,4.42,2.33,3.24,3.13,0.33,1.63,1.64,82.7,6,Male,56.96
5.49,5.03,3.03,1.07,1.47,0.61,4.2,2.32,57.3,7,Male,63.08
5.42,4.27,2.47,2.28,1.96,1.15,2.12,1.35,64.2,4,Female,57.8
6.81,6.07,3.88,1.93,1.6,1.56,2.55,1.02,50.2,4,Male,68.52
5.57,3.3,6.99,2.07,0.12,1.63,0.67,1.2,83.4,2,Female,54.45
6.16,4.68,4.22,2.24,0.65,1.86,3.62,1.39,100.0,7,Female,64.75
6.07,5.17,3.38,2.06,1.08,1.12,3.83,0.84,90.8,7,Male,62.64
6.47,3.9,2.64,2.79,2.29,0.92,1.31,0.48,78.5,10,Female,51.09
8.59,5.76,1.75,1.97,0.39,2.34,3.67,2.45,76.8,6,Female,71.05
7.79,4.72,4.45,3.74,0.82,0.0,1.16,3.15,73.8,7,Male,65.02
7.02,5.68,4.38,2.04,1.63,1.24,3.13,2.5,90.7,8,Male,66.88
6.45,4.79,2.89,0.3,1.88,1.5,2.21,1.57,80.6,9,Female,68.73
6.48,5.06,5.08,2.64,1.85,2.51,3.84,0.46,78.7,6,Female,59.7
7.39,3.55,3.53,2.39,0.71,0.04,2.75,2.17,64.8,8,Male,52.67
7.7,3.55,4.51,2.03,0.22,0.91,3.43,0.55,85.2,9,Female,47.91
5.91,6.34,3.89,1.74,1.93,0.25,3.74,1.92,76.2,6,Female,66.94
7.04,5.45,3.27,0.0,2.65,0.0,2.21,1.28,82.8,6,Female,77.14
4.56,2.97,2.26,0.05,1.22,1.06,2.47,0.0,90.0,7,Female,52.14
7.25,4.77,3.31,3.65,0.58,1.78,1.39,3.33,58.4,9,Male,52.8
7.91,0.94,4.59,1.41,1.16,2.04,2.2,0.87,74.5,6,Male,48.26
6.66,3.64,2.84,2.97,1.82,0.83,4.43,1.68,72.7,6,Male,55.92
9.18,5.94,4.07,0.4,1.31,1.67,3.26,1.88,71.7,3,Male,82.13
5.94,4.31,2.09,0.95,2.63,1.06,1.46,1.58,64.6,10,Female,55.79
7.26,4.68,4.51,2.68,2.24,1.59,4.13,2.42,69.3,1,Female,67.36
6.96,0.0,3.91,1.9,1.65,2.01,2.89,1.33,64.8,9,Female,35.55
6.88,3.91,1.94,2.54,0.0,1.06,3.33,2.34,87.9,4,Male,60.65
6.86,5.01,3.21,1.99,0.95,1.95,2.99,2.29,82.5,3,Male,66.06
7.13,5.2,4.71,1.79,1.06,0.35,2.92,0.76,81.7,3,Male,62.82
8.02,5.94,1.86,1.32,0.9,1.66,0.5,2.21,54.9,8,Male,58.4
8.65,4.18,2.11,0.81,1.65,1.92,3.61,1.05,100.0,3,Female,76.1
7.0,4.25,3.41,3.4,1.67,1.85,0.25,0.95,73.1,2,Female,62.36
7.98,2.5,6.27,3.57,0.16,0.37,3.52,2.26,98.9,5,Female,49.64
6.16,4.19,2.63,0.96,2.14,1.06,2.6,1.63,87.0,10,Female,61.49
7.92,2.61,4.14,0.9,1.51,1.41,3.34,2.34,75.2,9,Male,48.05
6.09,1.73,3.84,1.65,1.79,1.51,2.66,2.34,100.0,4,Male,57.63
8.31,2.87,2.73,2.34,2.1,1.28,3.54,0.71,84.8,7,Female,53.61
9.65,6.76,3.71,1.82,0.89,2.2,2.52,2.67,75.3,5,Male,76.97
6.85,4.09,2.92,2.5,2.51,0.29,2.78,2.26,73.3,4,Male,68.09
4.37,4.83,3.03,1.95,1.39,1.03,2.9,1.47,90.4,1,Male,67.02
6.34,3.73,1.34,1.89,2.71,0.02,4.38,1.88,71.6,2,Female,68.99
8.48,1.81,3.47,4.41,0.78,1.63,3.1,2.69,73.5,9,Female,51.2
7.66,5.9,4.67,1.47,2.65,1.59,1.18,1.71,70.8,10,Male,62.92
7.3,1.24,3.57,3.64,0.78,3.54,1.94,3.9,68.9,10,Female,38.85
8.21,3.67,4.92,3.45,3.54,1.92,3.1,3.34,69.7,10,Male,47.16
7.58,4.42,4.25,2.5,0.74,1.43,3.76,2.11,99.3,5,Male,66.18
8.46,4.85,3.42,0.07,2.35,1.38,1.78,1.79,90.1,1,Male,81.41
8.1,3.41,2.68,2.03,1.21,0.98,4.74,1.83,80.8,2,Male,67.41
8.83,1.74,2.87,1.49,2.07,1.29,2.68,1.46,71.4,8,Female,55.42
7.43,3.3,1.59,2.02,1.47,1.39,2.92,2.11,71.4,7,Male,55.22
8.09,3.38,3.15,0.94,0.63,0.0,1.25,2.62,73.6,10,Female,58.66
6.63,3.34,3.69,2.76,0.0,1.34,3.62,0.79,99.5,3,Female,59.66
6.28,5.96,5.73,2.98,3.51,1.27,2.05,2.58,81.5,4,Male,70.59
9.05,2.68,4.19,3.17,1.56,2.43,1.75,2.84,87.0,10,Female,53.45
7.26,4.95,2.38,1.62,0.0,1.11,2.18,2.51,80.4,10,Male,58.04
7.97,4.74,1.63,0.94,1.74,0.66,3.88,1.88,67.4,4,Male,66.09
7.15,5.94,3.23,2.35,2.05,1.39,2.97,2.48,79.2,10,Male,65.29
6.3,4.3,4.56,3.76,0.93,1.25,1.61,3.17,65.1,6,Female,51.16
7.01,5.69,3.21,2.07,0.93,1.11,1.97,1.95,92.3,10,Male,64.1
8.72,4.24,4.2,2.45,1.48,0.3,3.91,2.02,69.0,1,Male,65.43
7.67,5.15,3.26,1.77,2.46,1.09,2.26,3.92,71.1,6,Male,67.17
4.95,2.25,4.43,1.5,1.58,0.79,3.06,2.28,87.8,10,Female,37.65
6.74,0.54,1.42,2.66,2.67,1.05,3.31,1.09,69.6,10,Female,30.87
9.14,5.07,5.59,1.89,2.4,1.71,0.0,2.79,75.4,6,Female,71.09
6.74,5.15,2.05,2.4,1.32,0.73,3.76,2.36,46.3,1,Female,69.56
4.84,5.21,4.53,2.51,0.24,1.05,1.65,1.41,74.1,10,Male,43.47
9.27,3.71,3.15,2.35,1.32,1.58,2.14,1.01,85.1,2,Male,71.59
7.82,6.73,3.35,2.56,1.92,1.01,4.04,2.21,70.5,4,Male,75.38
6.92,3.81,3.19,1.15,1.55,3.03,3.95,1.95,84.7,9,Male,54.6
6.55,5.13,3.83,1.09,2.01,1.37,2.99,0.88,77.8,6,Female,67.38
8.3,5.39,4.09,1.96,2.19,0.33,3.23,1.92,91.1,3,Female,77.91
6.35,7.08,4.88,1.98,1.92,0.61,3.48,1.86,69.2,1,Male,78.3
8.38,4.02,5.33,1.48,1.28,0.54,3.93,1.94,75.1,2,Female,68.74
7.65,3.52,3.93,2.24,1.92,0.62,4.06,2.44,60.4,8,Male,54.05
7.29,2.25,5.73,2.91,3.29,1.58,2.61,0.41,76.9,8,Female,44.49
7.17,6.83,3.62,3.19,0.31,0.43,1.76,1.0,72.9,2,Male,74.06
6.79,5.13,4.9,3.41,1.89,0.97,2.24,1.56,89.5,10,Female,58.79
8.25,5.18,4.06,0.69,2.97,2.0,2.63,3.19,70.5,5,Female,75.96
5.96,9.18,2.79,0.84,0.56,0.84,2.45,4.13,72.9,7,Male,80.29
5.05,4.99,3.74,1.71,2.3,1.67,1.49,2.0,69.9,7,Male,57.88
7.74,2.55,4.15,2.08,2.41,0.02,2.94,2.04,78.3,2,Female,54.79
7.76,4.21,3.46,1.76,0.32,0.94,0.93,0.0,100.0,1,Female,74.9
7.58,3.04,4.04,1.45,2.07,0.58,2.59,2.81,40.0,7,Female,48.73
7.49,3.91,4.62,1.7,1.28,1.41,2.65,2.4,77.4,8,Male,53.56
6.62,3.9,3.47,2.48,1.45,0.48,2.62,2.25,92.1,10,Female,56.98
7.94,3.62,0.0,0.67,1.24,2.65,3.35,0.88,71.8,9,Female,61.09
6.95,2.41,5.68,4.34,2.55,0.05,3.22,3.78,84.3,6,Male,44.71
6.42,6.89,3.11,2.02,1.41,2.0,4.72,3.37,92.1,6,Female,79.19
6.63,4.95,2.43,3.05,1.13,1.81,1.98,2.26,74.7,5,Female,59.55
9.42,4.16,2.04,1.42,1.14,1.42,2.78,2.89,70.2,7,Male,66.12
4.92,5.64,3.06,2.57,1.23,1.24,2.72,2.05,89.2,10,Male,59.21
7.6,5.21,2.77,2.1,0.64,2.5,2.67,2.74,83.9,1,Female,71.63
4.99,4.91,2.54,2.86,1.12,2.93,1.24,0.82,77.3,5,Male,64.18
6.87,5.53,2.61,1.8,1.59,1.05,1.32,0.0,85.3,5,Male,69.17
6.48,4.7,4.19,3.55,1.82,1.31,2.51,0.86,89.5,4,Female,69.22
4.5,5.51,6.14,0.51,2.46,0.81,0.92,1.27,77.4,9,Male,59.18
7.47,5.63,4.57,2.95,1.69,0.38,2.17,1.42,81.7,6,Male,66.36
6.54,4.74,4.96,2.12,1.12,1.52,1.85,2.4,84.3,1,Female,61.46
4.48,4.17,3.01,0.98,0.69,1.37,2.2,1.77,72.5,7,Female,52.75
8.01,6.8,3.64,3.95,1.74,0.07,3.63,1.97,92.3,10,Male,66.39
8.72,3.78,4.05,3.85,1.41,1.52,1.42,0.93,65.6,2,Male,66.38
8.79,5.09,2.64,0.0,1.43,1.4,3.37,0.86,76.4,5,Male,72.97
7.43,5.12,2.95,2.18,1.71,0.78,1.93,2.04,87.2,3,Female,74.04
7.06,3.59,4.61,2.71,1.92,0.73,2.05,1.51,65.3,1,Male,63.28
8.59,3.29,4.92,2.44,1.72,1.5,2.97,2.0,88.5,5,Male,65.5
9.02,3.97,3.59,3.52,1.36,2.33,2.23,2.49,80.3,4,Female,70.65
8.36,3.76,1.95,3.31,0.86,1.48,1.61,3.48,93.9,10,Female,62.37
5.87,2.31,3.12,2.27,1.01,1.75,2.13,1.98,85.4,6,Female,51.13
7.24,3.52,1.63,4.28,2.18,0.62,0.72,3.63,76.0,7,Female,60.61
7.53,4.9,3.6,2.94,1.16,0.91,2.88,2.37,80.8,10,Female,57.95
4.83,6.4,3.83,1.65,0.42,1.63,0.0,2.62,81.2,6,Male,69.89
7.56,5.33,3.15,1.45,2.43,0.25,3.39,2.95,100.0,8,Male,68.82
9.73,0.6,3.81,3.24,0.75,1.35,3.12,2.65,79.0,6,Male,49.82
7.77,5.46,4.04,1.21,1.53,1.55,4.1,1.28,76.3,6,Male,67.11
8.77,3.66,3.83,1.59,1.89,1.17,4.68,2.97,75.7,3,Female,66.57
7.22,5.18,1.94,1.76,1.5,1.42,3.44,1.66,80.3,10,Female,59.66
6.91,4.48,3.17,2.36,0.0,1.24,1.87,2.27,64.4,4,Male,59.95
7.46,4.21,4.03,1.81,1.81,0.76,4.67,2.12,73.4,3,Male,64.74
6.02,4.35,5.55,0.68,2.56,0.38,1.31,3.03,65.9,4,Female,59.53
5.84,4.47,3.15,3.16,2.13,1.14,0.6,2.35,67.4,4,Male,55.29
8.52,6.52,4.22,1.6,0.0,2.11,4.35,0.75,87.6,4,Female,72.05
8.65,4.47,4.64,4.02,3.2,1.92,3.1,3.88,78.3,8,Female,62.96
5.81,6.13,3.24,2.3,0.44,0.96,0.62,2.75,69.1,8,Female,66.82
8.16,5.91,4.99,3.27,0.64,0.94,1.14,1.5,76.2,6,Male,65.14
6.9,5.5,5.06,2.63,2.13,0.89,3.05,0.98,75.0,3,Female,65.42
7.41,1.82,5.29,3.32,1.86,0.89,1.63,2.85,78.6,3,Female,54.9
7.55,6.17,4.1,2.57,1.56,1.4,1.77,1.08,59.9,7,Female,64.65
8.19,3.81,6.57,2.24,1.04,1.94,4.47,2.72,64.9,8,Male,51.92
7.1,5.57,2.7,3.09,2.56,2.78,4.65,2.96,60.7,5,Female,66.75
8.69,3.04,6.26,4.49,1.47,0.62,2.65,1.42,67.2,3,Female,51.58
7.37,2.72,4.5,1.73,0.25,1.66,2.35,1.33,69.3,5,Male,53.99
7.75,7.46,5.24,2.79,2.49,1.58,3.4,1.58,65.6,6,Male,73.9
6.0,3.06,3.08,1.99,1.68,0.97,1.94,1.11,87.2,1,Male,62.51
9.59,6.22,4.6,2.51,2.39,0.48,0.27,2.21,100.0,9,Female,71.8
7.56,4.68,5.36,2.04,1.96,1.39,0.0,2.34,87.9,8,Male,57.81
7.86,3.87,2.09,0.0,3.41,2.68,2.43,2.65,71.2,3,Male,68.72
5.07,4.43,3.29,1.8,1.25,1.39,3.38,1.25,80.5,9,Male,52.16
6.01,2.55,0.72,3.0,1.51,0.65,2.52,2.76,77.2,8,Male,52.86
8.49,4.48,3.27,1.23,2.08,1.09,3.31,1.11,70.7,6,Female,60.12
7.34,2.88,2.44,2.92,1.26,0.4,3.41,2.76,93.9,9,Male,49.52
4.7,3.91,3.22,2.18,2.14,1.21,3.89,0.66,100.0,3,Female,64.57
8.25,5.89,7.3,1.81,0.0,1.68,2.69,3.41,60.4,4,Male,67.46
6.35,4.88,5.73,2.91,1.44,0.72,2.78,1.53,95.3,10,Male,57.9
8.69,2.28,1.63,2.68,1.42,0.0,2.46,2.54,70.9,2,Female,56.16
6.89,5.78,4.22,2.42,1.39,1.39,2.24,2.61,74.9,9,Female,62.87
7.25,4.49,4.54,3.02,0.8,0.85,0.93,0.86,81.4,9,Male,58.04
8.41,3.69,3.06,2.2,2.22,0.67,3.67,2.75,96.6,4,Male,67.35
5.92,5.62,3.73,0.36,1.1,0.67,2.12,1.5,81.4,5,Male,67.14
5.81,4.25,3.86,1.62,1.66,1.48,2.06,1.72,82.9,10,Male,55.46
6.76,2.75,1.75,0.2,1.47,0.91,1.96,1.4,88.2,4,Male,64.96
7.99,7.27,2.16,2.66,1.9,1.85,1.16,3.45,90.1,4,Female,87.35
5.4,4.47,3.72,2.9,2.64,1.87,2.41,0.95,84.1,1,Male,69.79
5.0,4.38,3.63,2.94,1.66,1.01,3.02,2.39,90.2,4,Male,62.32
7.99,3.89,2.58,2.49,2.17,0.84,1.79,1.44,70.8,2,Female,65.82
6.28,6.27,2.47,2.97,1.62,1.29,3.54,2.98,57.2,3,Female,68.55
6.53,3.71,3.38,0.42,1.1,1.1,2.13,4.09,99.9,6,Male,62.44
4.77,2.18,4.65,1.89,1.39,0.0,0.97,1.43,65.5,8,Female,38.27
6.19,3.48,3.4,0.59,1.27,2.54,3.87,2.13,71.6,9,Female,53.99
6.99,6.49,5.61,1.64,1.95,1.7,2.7,1.65,74.0,4,Female,68.83
8.12,5.75,2.6,3.62,1.59,0.88,3.36,2.93,72.0,6,Male,71.56
6.07,4.12,3.75,3.09,0.86,0.0,3.39,1.78,69.3,1,Female,57.09
8.99,6.56,3.04,2.66,1.32,1.07,1.55,2.81,83.6,3,Female,82.2
6.18,5.62,4.26,1.82,0.28,0.79,1.98,1.64,83.7,4,Female,69.1
6.18,4.1,2.48,1.01,1.35,1.16,3.53,4.02,85.4,10,Female,58.89
8.84,4.25,6.01,2.19,1.5,0.0,4.34,0.03,84.7,9,Male,49.21
7.25,4.99,1.3,3.11,2.95,0.87,2.56,2.34,73.0,4,Female,71.69
6.34,3.25,5.73,2.41,2.58,0.91,1.87,1.99,73.0,2,Male,55.28
6.81,4.51,3.62,0.41,0.67,1.07,4.18,1.96,91.4,2,Male,65.92
8.62,4.96,4.22,2.1,1.66,1.03,1.87,2.26,71.7,6,Male,66.27
8.76,1.97,5.23,0.09,1.68,1.24,2.83,2.05,71.5,10,Female,43.1
6.02,4.22,4.61,2.8,1.32,2.26,2.07,2.2,89.2,6,Female,60.16
6.95,4.05,2.55,1.31,1.37,0.84,2.77,2.37,77.8,4,Female,69.02
7.11,6.04,4.28,0.78,1.22,0.56,1.55,3.57,71.9,9,Female,65.31
5.82,1.73,5.93,2.82,3.0,0.0,2.13,0.0,72.1,5,Male,42.27
6.93,3.93,2.35,2.56,1.17,0.84,1.87,3.66,91.5,3,Female,67.75
7.01,3.78,6.25,2.23,1.77,0.22,3.16,4.3,85.0,9,Male,54.03
8.37,5.94,4.0,4.19,0.0,1.87,2.66,0.42,80.8,10,Male,59.89
8.45,4.43,2.94,2.63,2.16,1.13,3.38,2.04,64.0,3,Female,65.71
6.6,7.19,2.34,1.36,2.45,1.86,1.67,3.23,80.9,10,Female,71.7
6.74,5.49,3.21,2.52,0.66,2.23,2.29,2.83,75.4,6,Female,63.36
7.8,3.88,0.96,1.71,1.09,0.59,3.13,3.51,67.1,3,Male,69.64
6.3,4.86,2.96,3.27,1.86,0.96,3.36,2.33,70.8,9,Female,54.92
7.71,3.97,3.16,2.28,1.52,2.13,1.05,0.17,86.4,2,Female,71.32
6.89,5.79,2.1,2.38,1.87,1.33,2.82,3.17,92.9,3,Male,79.98
5.84,2.5,4.47,0.56,1.27,1.57,1.69,2.57,65.3,4,Male,49.19
5.85,3.26,3.22,2.06,2.99,1.92,3.41,3.32,66.8,9,Male,48.89
8.74,5.18,2.67,1.94,0.96,1.83,4.36,0.62,86.3,10,Male,66.07
6.81,6.34,3.08,0.98,3.65,1.49,0.0,0.91,73.1,2,Female,81.56
8.97,1.2,3.96,1.78,2.49,2.18,1.84,2.01,84.6,1,Male,61.22
6.38,6.56,3.6,2.44,2.17,1.15,2.76,3.2,72.9,9,Female,67.16
7.35,4.29,2.59,2.0,0.67,1.56,2.5,3.45,84.9,6,Female,67.67
9.87,1.67,3.66,0.59,2.23,1.08,3.44,1.35,61.5,4,Male,56.05
5.73,0.0,3.43,1.73,1.98,1.91,2.58,1.63,84.6,1,Female,47.62
4.72,2.21,2.02,1.53,0.0,0.71,1.97,4.58,52.8,6,Female,44.64
8.54,4.47,3.12,2.19,0.38,0.02,1.48,1.5,89.1,2,Female,69.05
6.01,4.4,4.25,2.09,1.79,1.66,1.31,2.61,77.6,6,Female,60.59
6.98,5.45,4.24,1.59,1.39,0.49,1.76,1.59,83.3,2,Male,72.03
6.3,3.68,3.2,1.55,1.09,0.42,1.93,2.43,80.8,3,Female,59.97
7.32,2.84,4.38,2.07,2.36,2.09,2.88,1.22,57.5,2,Male,55.69
5.86,3.88,2.23,2.96,0.79,1.88,2.34,1.25,94.4,2,Female,65.66
6.78,4.55,2.27,2.28,1.14,0.96,1.85,1.67,82.0,8,Female,63.45
7.54,4.85,3.17,3.42,0.98,0.0,1.49,1.51,87.1,8,Female,58.97
5.79,3.32,5.45,3.13,1.91,1.57,1.8,1.73,68.4,5,Male,48.29
6.16,5.85,3.71,3.5,0.12,1.66,1.94,2.47,80.9,9,Male,58.96
6.58,3.57,3.14,3.37,1.1,1.56,1.75,3.7,62.3,10,Male,50.02
5.29,3.2,5.51,3.56,0.12,1.53,3.17,1.47,79.8,2,Male,53.57
6.49,3.69,3.13,0.85,1.25,1.07,3.87,1.11,66.7,3,Male,60.68
7.14,6.11,6.41,2.65,2.08,0.91,1.32,2.01,100.0,8,Male,69.07
6.52,4.3,2.84,3.22,2.09,0.43,3.62,1.23,85.3,6,Female,64.16
6.67,3.46,2.18,3.4,0.92,0.71,3.19,0.53,94.0,4,Female,61.75
6.98,5.89,3.28,1.23,1.93,1.43,2.68,2.96,75.0,6,Female,68.1
6.21,7.71,3.18,2.66,1.35,1.44,4.03,2.07,82.8,6,Female,75.09
7.83,4.81,2.45,2.08,2.59,1.75,2.33,2.16,88.9,6,Female,67.6
8.72,6.35,6.88,3.85,1.4,0.22,2.9,0.27,65.1,6,Female,62.86
6.44,6.05,3.91,0.61,0.0,0.04,2.62,1.47,69.9,1,Female,69.83
7.58,3.59,4.1,1.23,2.22,0.93,2.55,0.73,89.7,8,Female,59.17
6.71,4.54,2.9,0.19,1.13,0.49,2.96,1.98,75.4,2,Male,68.55
7.44,2.58,2.75,2.14,1.28,1.33,2.55,2.12,69.0,6,Female,52.5
8.88,4.19,4.83,4.26,1.77,0.28,2.97,2.12,70.4,6,Female,58.33
7.61,3.56,1.32,1.96,0.36,2.03,1.83,1.4,63.3,1,Male,66.06
4.87,3.9,2.01,2.1,1.56,0.62,1.86,1.23,54.5,3,Male,55.15
7.54,3.38,3.18,2.55,1.93,2.31,1.83,1.83,57.6,3,Female,57.16
8.48,4.07,5.26,1.88,1.79,1.57,2.14,2.32,78.5,3,Female,66.92
6.73,5.3,3.01,2.37,1.02,0.46,3.51,1.48,86.1,4,Female,64.74
8.19,4.32,4.04,2.39,2.29,2.67,2.04,1.16,100.0,3,Male,78.54
6.17,1.7,3.54,1.15,0.7,1.39,3.15,1.19,77.5,6,Male,50.69
5.22,3.38,5.19,1.91,1.0,1.32,2.77,1.41,62.6,1,Male,49.4
7.17,2.22,1.44,2.74,1.39,1.15,2.06,1.59,77.7,2,Female,62.24
4.89,4.87,4.46,2.93,1.74,1.53,3.81,1.01,86.4,6,Male,61.44
6.71,5.25,3.24,3.3,1.24,1.57,3.24,1.6,90.4,4,Male,67.14
8.54,4.88,4.7,2.34,2.48,0.59,2.5,3.11,89.2,5,Female,70.76
4.71,3.32,2.43,2.36,1.74,1.05,2.42,1.73,84.9,1,Female,62.05
5.46,4.87,3.53,2.75,1.56,1.28,2.59,0.89,79.1,3,Female,66.07
5.76,3.79,3.37,1.41,1.71,1.61,0.97,0.0,86.8,4,Male,61.49
6.92,2.79,2.2,1.36,2.09,1.62,1.68,3.65,63.8,1,Male,66.93
6.56,5.61,1.84,1.88,1.69,1.32,2.96,3.03,53.9,6,Male,64.87
8.68,5.73,2.75,0.72,0.05,0.81,0.92,2.26,100.0,1,Female,83.22
8.15,5.92,3.67,2.41,2.37,0.78,1.75,3.05,77.4,10,Male,68.16
7.59,3.59,2.52,3.05,1.6,0.37,2.11,2.47,84.4,1,Female,70.66
7.17,6.27,3.07,1.29,2.05,1.61,5.4,1.93,44.4,2,Male,64.06
7.47,3.76,1.05,2.44,1.18,0.77,3.17,0.88,96.5,6,Male,57.29
5.97,5.48,3.02,1.37,0.04,1.07,3.6,3.72,91.9,1,Male,75.08
8.03,3.73,4.83,0.98,0.0,1.37,1.69,1.61,59.2,7,Female,51.0
5.67,4.16,4.42,4.06,0.74,1.2,2.86,1.66,74.2,4,Female,51.12
8.0,0.87,3.39,1.0,1.91,1.2,0.74,2.03,81.2,1,Female,57.41
8.42,4.05,3.82,0.72,2.54,0.57,2.17,2.05,62.8,7,Male,69.0
7.25,4.64,2.42,2.21,1.74,1.39,3.01,2.52,83.9,1,Male,69.99
6.79,3.88,5.61,2.27,0.66,0.98,1.08,2.41,90.5,7,Male,58.4
7.48,7.13,6.19,2.67,0.87,1.14,2.89,1.48,81.9,7,Female,65.71
3.57,2.76,3.71,4.0,2.59,2.01,2.98,2.02,59.2,4,Male,41.85
7.36,3.65,6.87,1.22,0.45,1.55,1.9,2.49,65.6,7,Male,48.06
6.86,3.14,2.62,1.42,3.18,0.8,1.67,1.4,76.5,1,Female,63.07
6.94,3.65,1.87,3.61,3.0,1.1,1.78,3.3,75.0,9,Female,53.01
7.85,6.05,2.58,2.94,3.21,2.32,2.15,1.98,75.2,10,Male,66.84
6.91,6.72,3.21,2.8,1.8,0.98,2.18,3.44,74.8,2,Male,74.86
5.63,3.45,6.51,1.41,1.23,1.23,3.01,0.75,56.4,6,Male,44.39
6.83,3.42,3.13,3.13,1.79,1.66,1.97,2.59,87.7,5,Female,61.59
7.08,2.76,2.38,2.8,2.23,1.35,4.1,1.2,85.5,8,Female,51.87
7.14,6.46,2.33,2.19,0.98,0.94,4.09,1.43,84.3,3,Male,78.48
7.19,6.18,4.98,1.42,0.62,0.68,2.74,2.81,83.2,4,Male,69.02
8.25,4.34,4.8,2.11,1.27,1.19,2.16,1.79,74.6,4,Male,63.25
5.7,2.41,2.87,3.65,0.88,1.66,1.97,4.34,70.7,9,Male,38.38
7.21,2.54,1.06,0.91,2.49,2.12,2.82,2.47,65.8,6,Female,59.26
8.55,4.76,2.03,1.2,1.01,0.17,2.99,1.37,96.5,8,Male,75.1
4.92,5.32,5.74,1.37,1.58,2.43,2.3,2.47,77.8,1,Female,69.64
7.22,1.4,4.4,1.59,2.29,1.0,2.11,1.79,58.1,1,Male,51.3
6.3,4.02,3.59,1.98,2.52,1.85,2.85,2.75,77.6,10,Female,51.69
6.56,6.93,5.93,2.96,1.67,0.68,2.57,1.73,53.0,1,Female,73.66
5.91,4.17,6.05,2.46,1.81,0.07,1.93,2.37,81.0,7,Female,52.48
6.8,6.73,3.45,2.06,0.69,0.28,2.61,2.18,79.7,2,Female,74.3
9.21,5.47,3.48,2.28,2.32,0.97,1.89,2.07,71.5,6,Female,69.09
5.48,2.87,2.74,2.62,2.51,1.57,1.75,2.94,66.7,9,Female,54.47
5.6,4.06,3.13,0.32,0.0,1.22,2.5,0.38,84.7,5,Female,59.66
5.44,4.31,1.57,3.07,2.91,1.02,1.93,2.09,77.0,3,Female,67.99
9.07,3.07,1.56,1.17,0.94,1.98,1.77,1.37,54.7,2,Male,64.67
6.45,3.05,1.26,1.56,1.98,1.2,3.55,0.79,92.4,4,Female,63.99
6.97,6.76,4.91,2.34,1.56,1.4,2.11,1.25,66.7,10,Female,60.75
6.52,3.03,1.47,1.92,1.45,3.38,4.34,1.44,62.2,6,Female,59.62
5.87,6.12,6.03,2.49,1.33,1.19,3.13,1.79,94.3,5,Female,66.65
6.72,3.85,2.55,2.14,0.71,0.71,1.68,2.3,90.7,7,Female,56.4
9.95,4.46,5.76,1.71,1.92,1.54,3.66,2.49,73.0,6,Male,65.06
8.67,5.34,3.03,3.53,1.27,1.71,1.78,1.63,63.0,5,Female,67.01
5.98,3.6,1.46,2.71,0.45,1.41,4.47,3.43,67.1,2,Female,61.68
7.78,5.35,5.17,2.3,0.67,1.31,2.73,1.67,72.8,5,Male,62.62
6.0,1.43,5.32,2.69,0.47,2.24,3.04,0.25,92.6,3,Male,46.4
4.87,5.16,2.32,1.29,1.08,2.15,2.53,1.69,93.5,4,Male,72.44
8.22,0.8,3.07,4.17,1.89,1.12,2.77,2.04,80.0,4,Female,55.04
8.39,4.16,2.32,0.91,0.93,0.75,2.27,0.0,85.8,1,Female,68.2
8.26,5.78,3.34,2.11,2.28,1.5,1.57,3.09,75.5,6,Female,72.92
6.44,5.43,3.64,1.71,1.4,0.75,2.84,1.91,67.5,2,Male,66.85
6.8,2.55,3.04,1.68,1.27,1.82,3.52,0.96,60.0,5,Female,48.59
7.9,2.75,1.14,1.55,1.51,1.5,1.31,1.14,81.9,9,Male,51.6
7.47,3.47,2.74,1.23,2.62,3.07,4.04,2.69,88.8,9,Female,62.25
6.53,4.78,4.41,3.19,0.4,2.23,3.1,2.8,71.9,10,Female,50.79
5.06,1.45,3.23,0.8,2.83,0.44,2.06,1.42,92.3,2,Female,54.62
7.14,4.48,3.07,2.98,2.27,0.84,2.05,0.78,73.4,9,Male,60.83
8.29,4.97,2.29,2.65,1.48,0.0,4.36,2.12,79.0,9,Female,60.98
5.56,4.08,2.71,1.62,2.45,0.0,3.44,2.28,75.3,4,Female,60.18
7.77,5.29,5.33,2.53,1.24,1.28,3.64,2.51,92.8,4,Female,64.99
7.4,4.84,2.02,1.84,1.73,0.37,2.25,1.49,83.9,2,Female,71.17
